terms,item,year,value
real,cattle_total_consumption_of_fixed_capital,2020,893.7556082
real,pigs_total_consumption_of_fixed_capital,2020,5.8015942130000004
real,sheep_total_consumption_of_fixed_capital,2020,286.670068
real,poultry_total_consumption_of_fixed_capital,2020,281.5500844
real,net_value_added_at_market_prices,2020,5691.670698
real,net_value_added_at_basic_prices,2020,5739.139689
real,other_taxes_on_production,2020,-104.5552058
real,other_subsidies_on_production,2020,3306.619398
real,net_value_added_at_factor_cost,2020,8941.203881
real,compensation_of_employees,2020,2738.510441
real,rent,2020,544.9651169
real,interest,2020,400.4827879
real,total_income_from_farming,2020,5257.245535
real,entrepreneurial_labour,2020,198.4026167
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2020,26497.8639
current,output_of_cereals,2019,3644.612654
current,wheat,2019,2434.366764
current,barley,2019,1071.886673
current,oats_and_summer_cereal_mixtures,2019,132.2020594
current,output_of_industrial_crops,2019,983.6394105
current,oilseed_rape,2019,585.7141548
current,protein_crops,2019,145.1172382
current,sugar_beet,2019,210.3685002
current,output_of_forage_plants,2019,231.2321097
current,output_of_vegetables_and_horticultural_products,2019,2897.638388
current,fresh_vegetables,2019,1516.478338
current,plants_and_flowers,2019,1381.16005
current,output_of_potatoes,2019,763.6138653
current,output_of_fruit,2019,889.5818239
current,output_of_other_crop_products,2019,637.2462913
current,total_crop_output,2019,10047.56454
current,output_of_livestock,2019,9352.87408
current,livestock_for_meat,2019,8047.225796
current,beef,2019,2728.768457
current,pigmeat,2019,1343.915139
current,mutton_and_lamb,2019,1253.113799
current,poultry,2019,2679.458194
current,livestock_gross_fixed_capital_formation,2019,1305.648284
current,cattle_gross_fixed_capital_formation,2019,756.9743424
current,pigs_gross_fixed_capital_formation,2019,6.256824307
current,sheep_gross_fixed_capital_formation,2019,272.7209538
current,poultry_gross_fixed_capital_formation,2019,269.696163
current,output_of_livestock_products,2019,5243.165047
current,milk,2019,4452.148293
current,eggs,2019,670.0663291
current,total_livestock_output,2019,14596.03913
current,other_agricultural_activities,2019,1279.190714
current,inseparable_non_agricultural_activities,2019,1492.743698
current,output_at_market_prices,2019,27415.53808
current,total_subsidies_less_taxes_on_products,2019,47.03966666
current,gross_output_at_basic_prices,2019,27462.57775
current,seeds,2019,728.3832963
current,energy,2019,1377.906223
current,electricity_and_fuels_for_heating,2019,455.0012929
current,motor_and_machinery_fuels,2019,922.90493
current,fertilisers,2019,1270.517243
current,plant_protection_products,2019,1011.919782
current,veterinary_expenses,2019,455.1705186
current,animal_feed,2019,5552.583819
current,compounds,2019,3397.002023
current,straights,2019,1424.095832
current,feed_produced_and_used_on_farm_or_purchased,2019,731.4859642
current,total_maintenance,2019,1774.298983
current,materials_maintenance,2019,1053.317366
current,buildings_maintenance,2019,720.9816168
current,agricultural_services,2019,1279.190714
current,fisim,2019,154.9085289
current,other_goods_and_services,2019,3526.579559
current,total_intermediate_consumption,2019,17131.45867
current,gross_value_added_at_market_prices,2019,10284.07941
current,gross_value_added_at_basic_prices,2019,10331.11908
current,total_consumption_of_fixed_capital,2019,4519.501392
current,equipment_total_consumption_of_fixed_capital,2019,2038.515532
current,buildings_total_consumption_of_fixed_capital,2019,1082.496527
current,livestock_total_consumption_of_fixed_capital,2019,1398.489334
current,cattle_total_consumption_of_fixed_capital,2019,823.4640234
current,pigs_total_consumption_of_fixed_capital,2019,6.1164456
current,sheep_total_consumption_of_fixed_capital,2019,276.492394
current,poultry_total_consumption_of_fixed_capital,2019,292.4164709
current,net_value_added_at_market_prices,2019,5764.578022
current,net_value_added_at_basic_prices,2019,5811.617688
current,other_taxes_on_production,2019,-99.24003371
current,other_subsidies_on_production,2019,3253.275596
current,net_value_added_at_factor_cost,2019,8965.653251
current,compensation_of_employees,2019,2704.4172
current,rent,2019,557.4883343
current,interest,2019,455.8678156
current,total_income_from_farming,2019,5247.8799
real,output_of_cereals,2019,3848.710963
real,wheat,2019,2570.691303
real,barley,2019,1131.912327
real,oats_and_summer_cereal_mixtures,2019,139.6053748
real,output_of_industrial_crops,2019,1038.723218
real,oilseed_rape,2019,618.5141474
real,protein_crops,2019,153.2438036
real,sugar_beet,2019,222.1491362
real,output_of_forage_plants,2019,244.1811078
real,output_of_vegetables_and_horticultural_products,2019,3059.906138
real,fresh_vegetables,2019,1601.401125
real,plants_and_flowers,2019,1458.505012
real,output_of_potatoes,2019,806.3762417
real,output_of_fruit,2019,939.398406
real,output_of_other_crop_products,2019,672.9320836
real,total_crop_output,2019,10610.22816
real,output_of_livestock,2019,9876.635028
real,livestock_for_meat,2019,8497.870441
real,beef,2019,2881.57949
real,pigmeat,2019,1419.174387
real,mutton_and_lamb,2019,1323.288171
real,poultry,2019,2829.507853
real,livestock_gross_fixed_capital_formation,2019,1378.764587
real,cattle_gross_fixed_capital_formation,2019,799.3649056
real,pigs_gross_fixed_capital_formation,2019,6.607206468
real,sheep_gross_fixed_capital_formation,2019,287.9933272
real,poultry_gross_fixed_capital_formation,2019,284.7991481
real,output_of_livestock_products,2019,5536.78229
real,milk,2019,4701.468598
real,eggs,2019,707.5900435
real,total_livestock_output,2019,15413.41732
real,other_agricultural_activities,2019,1350.825394
real,inseparable_non_agricultural_activities,2019,1576.337345
real,output_at_market_prices,2019,28950.80821
real,total_subsidies_less_taxes_on_products,2019,49.67388799
real,gross_output_at_basic_prices,2019,29000.4821
real,seeds,2019,769.1727609
real,energy,2019,1455.068971
real,electricity_and_fuels_for_heating,2019,480.4813653
real,motor_and_machinery_fuels,2019,974.587606
real,fertilisers,2019,1341.666209
real,plant_protection_products,2019,1068.58729
real,veterinary_expenses,2019,480.6600676
real,animal_feed,2019,5863.528513
real,compounds,2019,3587.234137
real,straights,2019,1503.845198
real,feed_produced_and_used_on_farm_or_purchased,2019,772.4491782
real,total_maintenance,2019,1873.659726
real,materials_maintenance,2019,1112.303138
real,buildings_maintenance,2019,761.3565873
real,agricultural_services,2019,1350.825394
real,fisim,2019,163.5834065
real,other_goods_and_services,2019,3724.068015
real,total_intermediate_consumption,2019,18090.82035
real,gross_value_added_at_market_prices,2019,10859.98786
real,gross_value_added_at_basic_prices,2019,10909.66175
real,total_consumption_of_fixed_capital,2019,4772.59347
real,equipment_total_consumption_of_fixed_capital,2019,2152.672402
real,buildings_total_consumption_of_fixed_capital,2019,1143.116332
real,livestock_total_consumption_of_fixed_capital,2019,1476.804737
real,cattle_total_consumption_of_fixed_capital,2019,869.5780088
real,pigs_total_consumption_of_fixed_capital,2019,6.458966553
real,sheep_total_consumption_of_fixed_capital,2019,291.975968
real,poultry_total_consumption_of_fixed_capital,2019,308.7917932
real,net_value_added_at_market_prices,2019,6087.394391
real,net_value_added_at_basic_prices,2019,6137.068279
real,other_taxes_on_production,2019,-104.7974756
real,other_subsidies_on_production,2019,3435.459029
real,net_value_added_at_factor_cost,2019,9467.729833
real,compensation_of_employees,2019,2855.864563
real,rent,2019,588.707681
real,interest,2019,481.3964133
real,total_income_from_farming,2019,5541.761175
real,entrepreneurial_labour,2019,198.0665751
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2019,27979.2851
current,output_of_cereals,2018,3255.47216
current,wheat,2018,2110.701978
current,barley,2018,1014.934777
current,oats_and_summer_cereal_mixtures,2018,124.8643437
current,output_of_industrial_crops,2018,1028.686025
current,oilseed_rape,2018,654.0636133
current,protein_crops,2018,112.5366564
current,sugar_beet,2018,214.2698778
current,output_of_forage_plants,2018,233.4536697
current,output_of_vegetables_and_horticultural_products,2018,2764.859662
current,fresh_vegetables,2018,1425.443845
current,plants_and_flowers,2018,1339.415818
current,output_of_potatoes,2018,672.3162934
current,output_of_fruit,2018,794.8913769
current,output_of_other_crop_products,2018,731.9650251
current,total_crop_output,2018,9481.644213
current,output_of_livestock,2018,9289.181403
current,livestock_for_meat,2018,8155.053523
current,beef,2018,2952.841169
current,pigmeat,2018,1254.411742
current,mutton_and_lamb,2018,1274.242196
current,poultry,2018,2632.553095
current,livestock_gross_fixed_capital_formation,2018,1134.12788
current,cattle_gross_fixed_capital_formation,2018,676.5384295
current,pigs_gross_fixed_capital_formation,2018,4.123751465
current,sheep_gross_fixed_capital_formation,2018,164.7581863
current,poultry_gross_fixed_capital_formation,2018,288.7075126
current,output_of_livestock_products,2018,5266.657313
current,milk,2018,4490.902313
current,eggs,2018,652.3791864
current,total_livestock_output,2018,14555.83872
current,other_agricultural_activities,2018,1241.517872
current,inseparable_non_agricultural_activities,2018,1428.241217
current,output_at_market_prices,2018,26707.24202
current,total_subsidies_less_taxes_on_products,2018,46.251578
current,gross_output_at_basic_prices,2018,26753.4936
current,seeds,2018,769.4248179
current,energy,2018,1361.634445
current,electricity_and_fuels_for_heating,2018,437.6720633
current,motor_and_machinery_fuels,2018,923.9623821
current,fertilisers,2018,1254.836029
current,plant_protection_products,2018,970.2013165
current,veterinary_expenses,2018,468.5977279
current,animal_feed,2018,5584.640461
current,compounds,2018,3432.106338
current,straights,2018,1415.520972
current,feed_produced_and_used_on_farm_or_purchased,2018,737.0131516
current,total_maintenance,2018,1773.324556
current,materials_maintenance,2018,1061.66027
current,buildings_maintenance,2018,711.6642854
current,agricultural_services,2018,1241.517872
current,fisim,2018,125.532894
current,other_goods_and_services,2018,3420.627105
current,total_intermediate_consumption,2018,16970.33723
current,gross_value_added_at_market_prices,2018,9736.904793
current,gross_value_added_at_basic_prices,2018,9783.156371
current,total_consumption_of_fixed_capital,2018,4329.191588
current,equipment_total_consumption_of_fixed_capital,2018,1984.100722
current,buildings_total_consumption_of_fixed_capital,2018,1058.873132
current,livestock_total_consumption_of_fixed_capital,2018,1286.217733
current,cattle_total_consumption_of_fixed_capital,2018,751.2771016
current,pigs_total_consumption_of_fixed_capital,2018,4.027144242
current,sheep_total_consumption_of_fixed_capital,2018,264.6651515
current,poultry_total_consumption_of_fixed_capital,2018,266.2483362
current,net_value_added_at_market_prices,2018,5407.713205
current,net_value_added_at_basic_prices,2018,5453.964783
current,other_taxes_on_production,2018,-97.88715033
current,other_subsidies_on_production,2018,3225.317877
current,net_value_added_at_factor_cost,2018,8581.39551
current,compensation_of_employees,2018,2698.866077
current,rent,2018,561.1117689
current,interest,2018,457.3172126
current,total_income_from_farming,2018,4864.100451
real,output_of_cereals,2018,3507.937348
real,wheat,2018,2274.38907
real,barley,2018,1093.644004
real,oats_and_summer_cereal_mixtures,2018,134.547701
real,output_of_industrial_crops,2018,1108.461676
real,oilseed_rape,2018,704.7869139
real,protein_crops,2018,121.2639889
real,sugar_beet,2018,230.8867255
real,output_of_forage_plants,2018,251.55824
real,output_of_vegetables_and_horticultural_products,2018,2979.277351
real,fresh_vegetables,2018,1535.988469
real,plants_and_flowers,2018,1443.288881
real,output_of_potatoes,2018,724.455108
real,output_of_fruit,2018,856.5360142
real,output_of_other_crop_products,2018,788.7296597
real,total_crop_output,2018,10216.9554
real,output_of_livestock,2018,10009.5669
real,livestock_for_meat,2018,8787.486246
real,beef,2018,3181.837015
real,pigmeat,2018,1351.692653
real,mutton_and_lamb,2018,1373.060979
real,poultry,2018,2836.710274
real,livestock_gross_fixed_capital_formation,2018,1222.080654
real,cattle_gross_fixed_capital_formation,2018,729.004675
real,pigs_gross_fixed_capital_formation,2018,4.443552599
real,sheep_gross_fixed_capital_formation,2018,177.5353518
real,poultry_gross_fixed_capital_formation,2018,311.0970748
real,output_of_livestock_products,2018,5675.091962
real,milk,2018,4839.17637
real,eggs,2018,702.971858
real,total_livestock_output,2018,15684.65886
real,other_agricultural_activities,2018,1337.79885
real,inseparable_non_agricultural_activities,2018,1539.002781
real,output_at_market_prices,2018,28778.41589
real,total_subsidies_less_taxes_on_products,2018,49.83843507
real,gross_output_at_basic_prices,2018,28828.25432
real,seeds,2018,829.0944977
real,energy,2018,1467.230586
real,electricity_and_fuels_for_heating,2018,471.6139785
real,motor_and_machinery_fuels,2018,995.6166076
real,fertilisers,2018,1352.149844
real,plant_protection_products,2018,1045.441419
real,veterinary_expenses,2018,504.9379598
real,animal_feed,2018,6017.735028
real,compounds,2018,3698.269686
real,straights,2018,1525.296068
real,feed_produced_and_used_on_farm_or_purchased,2018,794.1692736
real,total_maintenance,2018,1910.847684
real,materials_maintenance,2018,1143.993107
real,buildings_maintenance,2018,766.8545769
real,agricultural_services,2018,1337.79885
real,fisim,2018,135.268098
real,other_goods_and_services,2018,3685.900227
real,total_intermediate_consumption,2018,18286.40419
real,gross_value_added_at_market_prices,2018,10492.0117
real,gross_value_added_at_basic_prices,2018,10541.85013
real,total_consumption_of_fixed_capital,2018,4664.924813
real,equipment_total_consumption_of_fixed_capital,2018,2137.969758
real,buildings_total_consumption_of_fixed_capital,2018,1140.989824
real,livestock_total_consumption_of_fixed_capital,2018,1385.965231
real,cattle_total_consumption_of_fixed_capital,2018,809.5394074
real,pigs_total_consumption_of_fixed_capital,2018,4.339453387
real,sheep_total_consumption_of_fixed_capital,2018,285.190204
real,poultry_total_consumption_of_fixed_capital,2018,286.8961663
real,net_value_added_at_market_prices,2018,5827.086882
real,net_value_added_at_basic_prices,2018,5876.925317
real,other_taxes_on_production,2018,-105.4783987
real,other_subsidies_on_production,2018,3475.44457
real,net_value_added_at_factor_cost,2018,9246.891488
real,compensation_of_employees,2018,2908.165895
real,rent,2018,604.6265591
real,interest,2018,492.7826291
real,total_income_from_farming,2018,5241.316405
real,entrepreneurial_labour,2018,196.1184664
real,total_income_from_farming_per_unit_of_entrepreneurial_labour,2018,26725.25693
current,output_of_cereals,2017,3084.972966
current,wheat,2017,2067.813848
current,barley,2017,909.0149427
current,oats_and_summer_cereal_mixtures,2017,103.8698149
current,output_of_industrial_crops,2017,1190.883124
current,oilseed_rape,2017,761.9704716
current,protein_crops,2017,152.7004786
current,sugar_beet,2017,229.0621842
current,output_of_forage_plants,2017,204.5009085
current,output_of_vegetables_and_horticultural_products,2017,2776.223243
current,fresh_vegetables,2017,1412.794209
current,plants_and_flowers,2017,1363.429034
current,output_of_potatoes,2017,863.1808914
current,output_of_fruit,2017,731.1832574
current,output_of_other_crop_products,2017,399.8007342
current,total_crop_output,2017,9250.745125
current,output_of_livestock,2017,9170.661209
current,livestock_for_meat,2017,7983.418687
current,beef,2017,2988.217741
current,pigmeat,2017,1326.05037
current,mutton_and_lamb,2017,1201.643787
current,poultry,2017,2427.386328
current,livestock_gross_fixed_capital_formation,2017,1187.242522
current,cattle_gross_fixed_capital_formation,2017,674.3095927
current,pigs_gross_fixed_capital_formation,2017,5.524067582
current,sheep_gross_fixed_capital_formation,2017,250.6540683
current,poultry_gross_fixed_capital_formation,2017,256.7547934
current,output_of_livestock_products,2017,5073.909606
current,milk,2017,4351.000153
current,eggs,2017,624.3336261
current,total_livestock_output,2017,14244.57081
current,other_agricultural_activities,2017,1140.033102
current,inseparable_non_agricultural_activities,2017,1341.42418
current,output_at_market_prices,2017,25976.77322
current,total_subsidies_less_taxes_on_products,2017,46.20384428
current,gross_output_at_basic_prices,2017,26022.97707
current,seeds,2017,735.685694
current,energy,2017,1228.026213
current,electricity_and_fuels_for_heating,2017,403.0242881
current,motor_and_machinery_fuels,2017,825.0019251
current,fertilisers,2017,1229.626639
current,plant_protection_products,2017,976.291986
current,veterinary_expenses,2017,464.7565957
current,animal_feed,2017,5011.146469
current,compounds,2017,3099.480884
current,straights,2017,1295.841728
current,feed_produced_and_used_on_farm_or_purchased,2017,615.8238574
current,total_maintenance,2017,1657.671043
current,materials_maintenance,2017,1000.245483
current,buildings_maintenance,2017,657.4255596
current,agricultural_services,2017,1140.033102
current,fisim,2017,109.8858258
current,other_goods_and_services,2017,3246.045473
current,total_intermediate_consumption,2017,15799.16904
current,gross_value_added_at_market_prices,2017,10177.60418
current,gross_value_added_at_basic_prices,2017,10223.80802
current,total_consumption_of_fixed_capital,2017,4132.958637
